Name,Position,Age,ca,pa,Nationality,Club,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggressiion,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Position,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Stability,Foul,Contest performance,Injury,diversity,Aerial Reach,Command Of Area,Communication,Eccentricity,Handling,Kicking,One On Ones,Reflexes,Rushing Out,Punching,Throwing,Adaptation,Ambition,Argue,Loyal,Resistant to stress,Professional,Sportsmanship,Emotional control,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,Height,Weight,Left Foot,Right Foot,Values,Date of birth,Salary,Rental club
Federico Mancuello,M C,33,128,142,"Argentina,Italy",CF Puebla de la Franja,15,14,13,10,14,14,6,14,8,11,15,12,9,14,15,13,13,15,15,16,15,18,13,14,13,13,15,14,9,11,11,9,13,10,13,11,13,10,14,11,13,1,3,4,2,4,1,2,2,2,1,2,15,10,4,15,14,16,14,12,1,1,1,1,1,1,13,11,20,10,10,12,10,1,177,75,20,8,1444913,26/03/1989,17510,
Stiven Vega,DM/M C,24,128,145,Colombia,Azul y Blanco Millonarios Fútbol Club S. A.,4,5,8,7,12,6,12,10,8,14,14,8,14,13,11,15,12,12,12,13,13,12,7,11,8,13,13,14,12,13,13,10,12,12,14,13,15,9,13,12,10,3,2,2,3,1,2,2,2,2,2,3,10,10,9,12,11,10,11,10,1,1,1,1,1,1,20,1,20,1,1,1,1,1,178,70,12,20,1118963,22/05/1998,9390,
Chris Willock,AM RLC,24,128,135,"England,Montserrat",Queens Park Rangers,10,13,15,11,14,9,5,12,3,5,12,10,5,14,7,11,9,14,8,13,12,12,14,4,12,5,12,12,14,15,15,8,13,15,11,11,10,6,8,8,13,3,3,3,3,3,1,1,1,3,2,2,13,16,11,9,14,8,10,15,1,1,1,1,6,4,1,15,9,12,20,19,15,14,178,67,11,20,5304425,31/01/1998,10439,
Stefan Lainer,D/WB R,29,128,137,Austria,Borussia Mönchengladbach,4,11,11,7,11,7,11,7,14,13,11,11,13,11,16,12,16,11,12,11,12,16,10,12,12,13,16,17,13,11,12,8,16,14,17,11,11,12,13,9,8,1,1,1,2,3,3,3,3,2,2,1,11,12,10,14,12,16,12,10,1,12,8,20,10,18,1,1,1,12,1,1,1,1,175,73,11,20,2859052,27/08/1992,47944,
Sam Lammers,AM/S C,25,128,134,Holland,Atalanta,6,9,13,12,14,10,13,11,7,5,11,13,5,13,8,14,12,12,12,13,11,15,13,7,14,6,12,13,12,14,14,14,12,12,13,12,12,7,11,6,12,1,1,2,1,2,1,2,3,1,3,3,11,15,7,11,14,15,12,11,1,1,1,1,1,1,1,7,7,6,8,16,11,20,191,77,20,15,1293112,30/04/1997,23384,Empoli Football Club
Joe Rothwell,M C,27,128,135,England,AFC Bournemouth,13,10,15,11,13,11,6,11,4,5,11,11,11,14,8,11,12,9,10,13,9,15,14,9,14,9,14,16,17,14,14,10,16,15,12,11,12,4,9,12,8,2,1,2,3,4,2,2,1,2,1,3,8,11,4,10,10,15,10,10,1,1,1,1,1,1,13,11,20,11,14,15,11,1,185,77,12,20,14636600,11/01/1995,34798,
Paul Seguin,DM/M C,27,128,134,Germany,1. FC Union Berlin,9,11,10,9,13,11,9,13,9,11,14,12,11,14,11,12,14,14,13,12,12,11,9,10,12,12,17,15,13,12,12,13,14,12,15,12,13,10,14,8,15,3,2,4,3,2,2,3,1,3,1,3,10,12,5,14,11,15,13,17,1,1,1,13,1,13,20,1,20,10,1,7,1,1,186,79,10,20,2414311,29/03/1995,6499,
Jaine Barreiro,D C,28,128,134,Colombia,Club León,7,7,7,9,14,4,12,7,7,14,14,12,15,11,10,14,13,13,13,13,13,12,8,12,13,14,15,13,14,12,14,16,15,14,14,14,8,13,15,9,14,2,3,1,3,3,3,3,1,3,2,2,11,11,8,12,10,10,11,11,1,1,20,1,1,1,1,1,1,1,1,1,1,1,185,73,5,20,139866,19/06/1994,4652,
Vladimír Darida,DM/M/AM C,31,128,140,Czech Republic,Hertha Berlin,12,11,11,11,12,12,6,12,7,8,12,13,10,13,14,12,13,12,14,12,11,15,11,11,13,11,18,20,11,13,13,6,18,11,17,7,17,3,16,11,17,4,3,1,1,1,3,2,1,2,1,3,12,14,4,13,11,17,15,17,1,1,1,1,1,1,17,12,20,12,10,18,10,10,172,67,12,20,2135374,08/08/1990,47913,
Mama Baldé,AM/S RL,26,128,134,"Guinea-Bissau,Portugal",ESTAC Troyes,8,9,11,12,12,5,11,11,8,7,13,10,7,12,14,12,12,10,11,11,10,14,13,9,12,8,11,13,15,15,11,12,16,16,14,13,11,8,10,4,13,2,2,3,1,2,2,2,2,3,1,3,7,13,8,15,13,14,11,13,1,1,1,14,1,14,1,1,1,15,16,1,18,20,176,69,6,20,4222680,06/11/1995,5680,
Santiago Mele,GK,24,128,137,"Uruguay,Italy",Club Plaza Colonia,3,3,2,1,11,7,9,3,3,1,9,3,2,7,14,12,12,13,15,8,12,16,2,5,1,12,12,15,11,16,12,13,12,11,10,9,13,14,11,6,12,12,11,12,8,14,8,15,16,12,14,12,13,14,6,15,12,16,15,13,20,1,1,1,1,1,1,1,1,1,1,1,1,1,185,78,8,20,1576223,06/09/1997,811,Club Atlético Unión de Santa Fe
Fabián Orellana,M/AM RLC,36,128,147,Chile,Universidad Católica,15,15,15,11,13,11,6,11,9,6,13,14,6,15,12,13,11,9,10,14,11,7,13,9,15,8,11,8,14,15,15,6,13,13,11,10,9,13,13,7,12,1,2,2,3,1,1,3,2,1,3,1,9,10,15,9,9,6,13,5,1,1,1,1,1,1,1,12,13,17,15,19,20,11,171,58,12,20,347975206,27/01/1986,9798,
Diego Godín,D C,36,128,169,"Uruguay,Spain",Club Atlético Vélez Sarsfield,5,7,7,7,8,5,15,6,3,16,12,10,16,10,15,15,18,15,14,8,14,17,6,17,9,17,15,18,7,7,15,14,18,8,10,13,12,14,15,11,5,3,1,1,2,2,1,2,3,1,1,2,9,16,6,15,14,18,11,10,1,1,20,1,1,1,1,1,1,1,1,1,1,1,187,78,8,20,347975206,16/02/1986,44363,
Sven Ulreich,GK,33,128,137,Germany,FC Bayern München,5,1,2,2,7,8,5,2,1,1,8,3,3,7,10,13,13,12,13,6,12,10,7,11,1,12,14,10,11,14,14,15,13,10,13,15,12,3,12,6,12,11,12,14,8,15,10,15,15,11,13,12,5,7,6,12,11,17,14,16,20,1,1,1,1,1,1,1,1,1,1,1,1,1,192,87,8,20,1177042,03/08/1988,38355,
Reece Oxford,D/DM C,23,128,142,"England,Jamaica",FC Augsburg,4,7,8,9,11,6,11,7,12,14,13,9,15,12,12,14,15,13,12,10,12,11,8,12,8,13,14,12,13,11,13,16,13,13,12,13,13,9,16,9,15,2,2,3,2,2,1,3,3,3,1,2,10,13,10,12,15,11,16,12,1,1,20,12,1,8,16,1,14,1,1,1,1,1,191,78,9,20,4102136,16/12/1998,16781,
Gerard Gumbau,DM/M C,27,128,135,Spain,Elche,10,11,8,9,14,12,12,14,10,11,16,12,14,14,12,14,11,14,15,16,13,12,9,8,13,15,15,15,9,9,8,15,13,12,13,13,14,9,14,7,12,4,3,2,3,1,2,2,2,3,1,2,13,14,5,11,10,13,8,16,1,1,12,1,1,1,20,1,17,1,1,1,1,1,187,77,20,10,1704499,18/12/1994,6023,
André Ayew,AM/S RL,32,128,140,"Ghana,France",Al-Sadd Sports Club,9,10,16,15,15,11,15,12,5,6,9,14,7,14,13,15,17,16,14,8,10,15,15,18,12,7,11,14,12,14,16,10,15,11,15,13,13,13,15,7,15,3,1,2,1,2,3,2,1,2,2,3,17,16,12,8,15,15,4,5,1,1,1,1,1,1,1,10,1,12,16,12,20,19,175,72,20,5,4784259,17/12/1989,48315,
Emanuele Valeri,D/WB/M L,23,128,150,Italy,Cremonese,11,14,14,10,12,13,8,13,12,10,12,10,14,13,15,15,13,13,12,13,12,18,13,8,14,9,13,14,14,14,12,8,14,14,15,10,15,8,16,6,13,3,2,2,2,1,2,3,3,3,1,2,11,16,12,17,11,12,8,10,1,20,1,1,20,1,1,18,1,1,1,1,1,1,180,78,20,5,3502421,07/12/1998,2115,
Vlad Chiricheş,D C,32,128,145,Romania,Cremonese,4,6,11,7,13,7,14,11,11,13,13,9,13,13,13,16,16,15,12,12,12,14,13,16,10,13,14,12,11,11,13,14,13,11,13,14,13,13,16,15,11,2,1,2,3,3,2,1,2,3,2,4,14,13,3,13,13,16,14,12,1,1,20,1,1,1,1,1,1,1,1,1,1,1,184,75,9,20,1176769,14/11/1989,28461,
Fede San Emeterio,DM/M C,25,128,133,Spain,Cádiz,5,6,9,8,12,5,13,11,7,14,12,5,16,9,15,12,18,10,14,9,12,14,5,16,8,14,17,18,12,12,13,8,13,12,14,14,15,17,10,10,14,2,1,1,3,3,3,2,1,2,2,2,19,13,5,12,11,15,13,13,1,1,1,12,1,1,18,1,20,1,1,1,1,1,174,68,12,20,4887902,16/03/1997,11664,
Matěj Vydra,AM/S LC,30,128,136,Czech Republic,,8,10,12,14,13,12,10,12,6,5,12,17,7,13,13,13,12,11,11,12,11,10,12,9,13,7,13,14,15,12,12,10,13,14,12,10,10,6,13,5,14,2,1,2,4,3,1,3,2,3,1,2,14,14,8,9,11,11,10,14,1,1,1,1,1,1,1,1,1,1,17,19,13,20,180,71,13,20,-1,01/05/1992,,
Bram Nuytinck,D C,32,128,135,Holland,Udinese Calcio,6,7,7,5,14,7,14,5,5,15,12,5,14,11,13,13,14,12,14,11,12,15,11,14,13,14,14,12,12,11,13,15,14,12,14,15,14,12,14,11,8,2,3,1,2,2,3,1,2,4,3,1,15,14,13,12,13,13,14,12,1,10,20,1,1,1,1,1,1,1,1,1,1,1,190,80,20,6,1153145,04/05/1990,21346,
Jean-Paul Boëtius,M/AM RLC,28,128,135,"Holland,Suriname",Hertha Berlin,13,13,13,11,14,12,7,12,3,10,13,12,12,14,14,12,11,12,10,15,12,11,15,5,12,11,13,11,14,13,12,7,13,13,12,11,11,9,11,9,8,1,2,2,2,1,3,2,2,3,2,1,12,14,16,12,10,7,10,8,1,1,1,1,1,1,1,12,18,12,18,20,18,11,178,76,12,20,3924192,22/03/1994,17500,
Cristian Dájome,AM/S RLC,28,128,132,Colombia,Vancouver Whitecaps FC,11,13,13,13,10,9,11,12,11,8,12,10,8,13,8,11,11,11,12,11,12,11,13,10,13,9,11,11,14,11,13,8,12,14,13,11,13,7,13,8,12,3,1,3,2,3,2,1,3,3,3,1,17,9,9,10,12,11,13,11,1,1,1,1,12,1,1,12,12,1,17,16,20,20,173,69,12,20,4941016,03/01/1994,15814,
Bas Dost,S,33,128,143,Holland,FC Utrecht,6,9,8,16,14,8,16,9,5,6,11,18,6,12,8,18,12,18,16,10,14,12,10,8,16,6,12,8,7,10,13,16,13,9,12,15,16,4,13,10,5,3,2,3,2,2,1,2,1,1,3,2,13,17,12,10,16,13,10,14,1,1,1,1,1,1,1,1,1,1,1,1,1,20,196,83,12,20,2682042,31/05/1989,8000,
Felipe Melo,D/DM/M C,38,128,158,"Brazil,Spain",FLU,5,8,9,8,13,8,14,10,8,15,13,7,14,13,18,14,18,10,11,13,11,18,11,15,12,15,16,15,10,11,13,14,15,9,11,15,13,18,15,5,12,2,1,3,2,3,3,4,2,3,4,3,13,17,20,8,12,13,2,5,3,1,16,1,1,1,20,1,18,1,1,8,1,1,185,84,8,20,347975206,26/08/1983,22363,
Darragh Lenihan,D C,28,128,135,Republic of Ireland,Middlesbrough,6,8,6,7,11,5,15,6,8,13,11,7,13,11,17,12,19,11,12,11,12,18,8,16,9,12,14,15,13,11,13,16,16,12,15,14,14,16,13,12,10,1,3,1,3,2,3,1,4,1,1,2,14,14,5,16,13,20,4,14,1,1,20,10,1,1,8,1,1,1,1,1,1,1,187,73,10,20,6356455,16/03/1994,17399,
Jorge Carrascal,AM LC,24,128,136,Colombia,CSKA Moscow,12,12,16,11,15,12,7,12,4,4,14,12,5,15,9,11,10,10,11,14,11,13,16,8,14,8,9,7,14,16,10,7,12,13,13,7,8,14,12,10,11,1,2,1,1,1,1,3,3,1,2,3,14,10,9,12,9,11,13,11,1,1,1,1,1,1,1,12,12,1,18,20,14,15,179,70,12,20,9388412,25/05/1998,38336,
Luis Miguel Rodríguez,AM/S C,37,128,136,Argentina,Club Atlético Colón de Santa Fe,13,13,13,15,15,13,7,14,11,6,13,16,6,16,11,14,15,16,14,14,15,15,18,14,15,6,14,8,13,11,13,5,14,9,12,12,14,15,13,12,12,2,1,4,1,1,2,2,2,1,2,3,3,13,13,6,18,14,7,7,1,1,1,1,1,1,1,1,6,1,8,18,13,20,168,71,10,20,347975206,01/01/1985,14115,
Levin Öztunali,M/AM RC,26,128,135,"Germany,Turkey",1. FC Union Berlin,11,10,14,9,13,10,8,11,12,8,11,10,10,13,15,9,10,8,9,10,7,10,13,10,9,9,14,14,15,12,15,12,17,16,15,12,10,6,11,7,18,2,2,3,4,3,2,2,1,1,2,4,7,17,3,10,8,14,16,18,1,1,1,10,1,13,8,12,17,18,12,17,20,8,185,78,12,20,2682570,15/03/1996,12499,
Tarik Tissoudali,M/AM/S RL,29,128,138,"Morocco,Holland",KAA Gent,8,12,15,13,13,8,8,9,8,4,14,11,3,15,9,12,14,14,14,14,7,9,15,7,12,6,11,11,15,13,10,6,10,15,11,7,12,7,12,10,15,4,2,2,1,3,2,2,3,3,2,2,10,12,3,8,10,10,6,20,1,1,1,1,1,1,1,19,1,16,20,13,18,19,175,70,9,20,2431000,02/04/1993,6499,
Andrea Cambiaso,D/WB/M RL,22,128,151,Italy,Juventus,4,13,14,9,11,4,7,9,10,9,12,5,13,12,11,11,12,9,10,10,8,15,10,6,12,8,12,14,15,14,11,10,13,15,14,9,12,7,11,8,20,2,1,4,2,2,1,1,1,2,2,1,16,12,10,12,13,15,14,11,1,18,1,16,20,18,1,20,12,18,7,1,7,1,183,70,20,14,8487717,20/02/2000,19230,Bologna FC 1909
Michal Sáček,WB/M RC,25,128,140,Czech Republic,Sparta Prague,12,11,13,11,13,11,13,11,8,8,12,14,8,13,9,12,12,11,18,9,13,15,13,10,11,12,8,14,13,16,13,9,8,15,13,8,15,13,14,13,14,3,2,3,3,1,2,3,2,2,3,2,10,12,8,13,13,13,12,10,1,1,1,15,1,18,14,1,20,15,1,1,1,1,178,69,10,20,3203811,19/09/1996,4060,
Srđan Plavšić,M/AM RLC,26,128,135,Serbia,Slavia Prague,12,13,13,7,14,11,8,11,5,6,10,15,8,13,13,13,15,5,10,13,12,14,15,8,10,10,11,16,13,17,6,4,9,16,14,6,12,11,12,11,10,4,3,1,1,2,3,1,1,3,3,3,12,13,9,13,12,12,12,10,1,1,1,1,1,1,1,17,15,15,20,15,19,1,168,60,20,10,4478440,01/12/1995,7104,Baník Ostrava
Gustavo Sauer,M/AM RLC,29,128,135,Brazil,BOT,15,15,12,13,15,14,8,16,8,8,13,13,13,15,12,10,13,11,10,14,11,14,13,12,11,9,11,15,12,12,13,10,13,12,12,12,13,12,12,8,10,2,2,1,1,3,1,2,2,4,3,3,14,13,5,10,13,13,12,13,1,1,1,1,1,1,1,17,15,10,19,20,20,1,181,76,20,10,7503943,30/04/1993,10794,
Alejandro Tabó,AM/S R,28,128,138,Uruguay,CD Cruz Azul,11,13,15,12,14,8,10,11,7,8,12,11,8,15,12,12,10,12,9,11,12,9,14,11,11,12,9,12,15,14,9,7,13,14,10,8,11,8,11,10,12,3,2,2,1,1,2,2,1,1,1,2,11,10,7,9,10,11,11,7,1,1,1,1,1,1,1,1,1,1,12,1,20,17,174,70,10,20,1415628,23/11/1993,7401,
Marnon Busch,D/WB R,27,128,129,Germany,1. FC Heidenheim 1846,9,15,10,7,10,5,7,10,14,13,10,6,12,11,14,11,16,12,13,11,13,14,10,12,13,10,13,17,13,12,15,10,14,15,14,13,16,10,12,14,12,3,2,3,2,2,2,2,2,1,1,2,8,12,6,10,8,13,13,15,1,1,1,20,1,18,1,1,1,15,1,1,15,1,182,80,10,20,1922556,08/12/1994,6711,
Afsha,M/AM C,26,128,135,Egypt,Al-Ahly Sporting Club,10,10,15,12,15,10,10,14,8,10,16,14,10,15,10,12,11,11,11,16,15,7,12,14,15,11,11,17,14,12,11,6,13,13,11,7,13,5,8,7,16,3,2,1,3,1,3,3,1,2,2,1,18,12,6,12,10,12,11,16,1,1,1,1,1,1,1,1,18,1,12,20,12,1,168,0,5,20,6756748,06/03/1996,17200,
Maxim Leitsch,D LC,24,128,138,Germany,1. FSV Mainz 05,4,8,8,6,11,12,13,6,8,14,12,7,13,11,12,13,14,12,14,11,13,13,8,8,8,13,13,14,13,11,15,14,14,16,12,13,13,4,15,13,9,2,2,3,3,2,2,3,2,1,1,4,8,13,6,13,12,15,15,17,1,15,20,1,12,1,1,1,1,1,1,1,1,1,188,75,20,10,3531771,18/05/1998,19177,
Pantelis Hatzidiakos,D RC,25,128,132,"Greece,Holland",AZ Alkmaar,5,6,10,6,13,5,12,5,6,13,11,7,13,12,14,14,13,13,14,11,10,16,10,14,11,15,16,15,13,13,14,13,15,13,15,13,13,6,5,5,12,1,3,2,4,4,3,1,3,2,4,1,14,13,6,17,8,16,15,12,1,1,20,18,1,10,12,1,1,1,1,1,1,1,183,74,12,20,6538599,18/01/1997,3356,
Gabriel Mercado,D RC,35,128,147,"Argentina,Spain",INT,6,11,10,7,11,6,14,7,13,14,11,10,15,10,16,15,17,11,14,10,14,16,5,14,10,14,15,16,10,10,12,13,14,10,12,14,14,14,17,13,17,2,2,2,1,1,3,2,4,2,2,3,12,13,2,17,12,17,8,7,1,9,17,20,1,13,1,1,1,1,1,1,1,1,180,83,9,20,142848,18/03/1987,20127,
Ramiro,M RC,29,128,140,"Brazil,Italy",COR,10,11,12,10,12,8,7,10,6,12,12,8,12,11,15,14,16,12,12,10,13,14,11,14,14,13,14,14,13,13,11,5,10,13,16,10,12,11,15,10,14,3,2,3,3,1,1,3,3,3,1,1,14,13,6,12,13,15,8,12,1,1,1,14,1,13,15,1,20,18,1,1,15,1,168,67,12,20,401720,22/05/1993,12633,
Mubarak Wakaso,M/AM RLC,32,128,135,Ghana,Shenzhen FC,11,14,13,9,9,11,9,13,14,12,11,9,12,10,17,10,16,7,7,13,8,11,12,4,14,10,9,17,15,14,12,7,17,15,15,12,11,14,11,8,11,3,2,2,4,1,3,1,2,4,3,2,12,12,15,10,7,7,7,5,1,10,1,1,14,1,10,20,17,16,18,10,17,1,171,78,20,10,4117522,25/07/1990,15001,KAS Eupen
Leonardo Fernández,AM RC,23,128,142,Uruguay,Deportivo Toluca,15,16,14,14,15,18,5,17,15,5,15,14,7,15,10,13,6,13,7,17,12,14,15,10,14,6,12,10,14,15,13,5,12,14,12,6,13,6,12,10,12,2,3,3,3,1,2,1,1,3,3,2,12,13,12,11,12,12,11,13,1,1,1,1,1,1,1,7,13,9,9,20,16,14,167,72,20,6,3076829,08/11/1998,12139,
Awer Mabil,M/AM RL,26,128,139,"Australia,Kenya,South Sudan",Cádiz,9,11,15,10,13,8,6,10,4,4,12,8,4,14,9,11,8,9,8,10,7,13,15,7,12,6,7,13,18,17,13,8,10,17,12,7,8,6,10,5,10,3,3,2,3,3,2,3,3,2,2,2,10,16,5,14,8,11,8,6,1,1,1,1,1,1,1,18,1,16,19,12,20,10,179,65,9,20,2638543,15/09/1995,6639,
Nayef Aguerd,D C,26,128,133,Morocco,West Ham United,3,9,5,12,12,4,16,7,11,13,12,9,14,11,11,13,14,15,14,10,13,12,5,11,9,15,11,12,13,11,13,16,12,11,13,12,12,7,13,6,9,2,3,2,2,3,4,1,3,2,2,3,12,12,7,13,11,11,13,12,1,13,20,1,1,1,10,1,1,1,1,1,1,1,188,76,20,6,27629844,30/03/1996,75395,
Fran Villalba,AM RLC,24,128,140,Spain,S. Gijón,11,11,15,11,15,12,7,9,7,7,13,10,7,16,11,11,9,10,11,16,12,12,17,8,12,13,9,10,13,16,17,5,10,14,10,9,10,8,11,9,12,1,3,3,1,1,1,3,3,1,1,2,8,13,10,6,10,9,11,11,1,1,1,1,1,1,1,14,12,14,18,20,18,5,168,65,11,20,3714162,11/05/1998,7671,Málaga
Daley Sinkgraven,D/WB/M/AM LC,27,128,132,Holland,Bayer 04 Leverkusen,12,13,13,6,14,12,9,8,7,9,14,8,10,15,10,10,7,12,9,13,12,11,12,12,14,8,16,13,13,14,12,10,13,13,13,9,11,5,11,14,17,3,4,1,2,3,1,1,2,3,2,3,12,14,7,9,8,13,15,11,1,18,3,1,19,1,10,17,20,1,16,16,1,1,179,70,20,10,2414311,04/07/1995,28747,
Mike Trésor,M/AM RLC,23,128,139,"Belgium,Burundi",K Racing Club Genk,12,14,14,11,14,13,6,8,6,5,13,12,5,15,9,11,15,13,12,11,12,12,14,8,12,5,12,11,15,14,8,8,11,14,12,10,10,11,11,7,11,1,2,1,2,3,3,3,1,3,1,1,10,15,1,11,8,8,13,8,1,1,1,1,1,1,1,16,16,16,19,20,19,14,172,64,7,20,10939500,28/05/1999,16500,
Ercan Kara,S,26,128,130,Austria,Orlando City SC,6,6,9,14,11,5,17,8,5,8,9,17,6,11,14,11,12,14,16,11,10,16,13,11,17,9,14,15,14,11,13,16,12,12,13,15,15,7,13,6,5,1,3,2,3,2,2,3,1,1,2,3,20,16,6,11,14,14,15,16,1,1,1,1,1,1,1,1,1,1,1,1,1,20,192,88,9,20,5962160,03/01/1996,36064,
Marius Bülter,AM/S RLC,29,128,130,Germany,FC Schalke 04,5,8,13,13,11,5,12,11,4,7,12,13,7,12,14,13,13,12,11,13,11,16,12,8,15,7,12,14,12,11,12,13,13,15,12,12,12,7,14,10,14,1,2,3,2,3,1,1,2,4,3,3,8,11,5,12,13,10,15,13,1,1,1,10,10,12,1,15,1,12,18,17,15,20,190,85,14,20,2048677,29/03/1993,25889,
Sinan Bolat,GK,33,128,140,"Turkey,Belgium",KVC Westerlo,5,3,2,1,12,9,10,1,1,6,11,1,12,12,12,12,16,12,13,10,13,15,13,12,2,8,10,14,13,16,11,16,12,14,11,12,15,14,18,12,12,12,11,11,11,11,14,13,16,15,7,13,14,18,5,14,12,13,12,7,20,1,1,1,1,1,1,1,1,1,1,1,1,1,188,77,5,20,347975206,03/09/1988,17500,
Keane Lewis-Potter,M/AM RLC,21,128,151,England,Brentford,11,13,14,14,13,12,13,14,9,7,13,13,7,12,11,13,10,14,11,13,12,17,13,6,12,7,10,14,14,14,13,10,14,14,13,9,12,6,14,4,14,2,3,1,1,1,3,2,2,3,4,3,13,14,4,13,13,16,14,13,1,1,1,1,10,10,1,16,1,15,20,18,19,14,170,0,7,20,34519140,22/02/2001,40597,
Jason,M/AM RLC,28,128,135,Spain,Alavés,13,13,13,12,12,13,8,13,8,9,13,12,9,13,10,12,9,13,11,13,12,13,14,9,14,9,12,12,13,13,11,9,13,14,13,10,9,8,12,9,10,3,3,3,1,1,2,3,1,2,1,2,12,14,8,11,13,12,13,12,1,1,1,13,1,15,1,13,1,18,15,15,20,1,178,65,8,20,4929361,06/07/1994,10502,
Fernando Miguel,GK,37,128,133,"Brazil,Germany",FOR,3,1,1,3,10,5,4,1,3,3,11,1,2,11,14,12,14,10,13,2,12,15,7,16,2,13,13,14,10,15,8,15,13,10,10,13,12,5,12,8,12,12,11,13,9,15,11,15,16,11,13,11,8,7,10,19,16,19,15,12,20,1,1,1,1,1,1,1,1,1,1,1,1,1,190,87,20,5,83881,02/02/1985,6802,
Felix Passlack,D/WB RL,24,128,135,Germany,Borussia Dortmund,11,11,11,10,10,11,8,9,14,9,10,14,10,11,15,8,15,9,8,8,8,15,11,11,10,10,16,16,16,14,11,7,15,16,14,10,10,7,12,4,17,1,4,2,1,2,1,3,2,3,2,1,7,12,8,15,10,14,15,12,1,15,1,20,14,20,1,12,10,15,10,10,15,1,170,74,12,20,1100089,29/05/1998,19230,
Marvin Plattenhardt,D/WB L,30,128,139,Germany,Hertha Berlin,15,17,12,8,14,17,8,11,16,10,13,10,12,15,10,11,12,13,13,14,13,13,10,12,12,11,16,13,13,12,14,9,10,12,13,12,13,7,12,8,9,2,3,3,3,1,2,4,4,3,1,1,8,13,6,11,11,14,16,14,1,20,1,10,20,10,1,13,1,1,10,1,1,1,181,78,20,7,3230542,26/01/1992,28747,
Loïc Nego,WB/M/AM R,31,128,148,"Hungary,Guadeloupe,France",Fehérvár FC,8,10,12,11,12,7,6,6,4,9,12,7,13,12,12,14,13,15,15,8,13,17,10,6,13,10,16,16,14,11,9,11,15,15,16,8,16,8,15,3,16,3,3,1,1,2,3,1,2,3,1,1,15,8,2,16,18,19,14,17,1,1,1,15,1,20,1,1,10,16,1,8,18,1,181,71,9,20,1079431,15/01/1991,6737,
Sean Longstaff,DM/M C,24,128,157,England,Newcastle United,11,11,13,13,14,11,10,13,7,11,13,5,14,13,11,13,15,14,12,13,12,6,11,10,14,13,16,16,11,11,13,11,11,12,15,12,13,7,13,10,8,1,3,1,3,3,4,1,3,3,3,1,17,10,4,10,13,10,10,14,1,1,1,1,1,1,18,1,20,10,1,14,10,1,180,65,8,20,8982296,30/10/1997,34798,
Yerson Candelo,M/AM R,30,128,132,Colombia,Atlético Nacional S.A.,11,13,12,10,12,12,10,11,13,8,12,6,10,12,7,12,12,13,13,12,13,12,13,15,13,12,13,13,13,14,13,8,12,13,14,13,13,14,9,13,15,2,2,3,1,3,4,3,3,1,3,3,12,13,11,13,11,12,10,11,1,1,1,15,1,15,1,1,1,20,1,1,20,1,171,65,8,20,853028,14/02/1992,8476,
Francisco Geraldes,M/AM C,27,128,134,Portugal,Grupo Desportivo Estoril Praia - SAD,13,13,14,11,15,14,6,11,4,6,14,10,6,16,15,11,8,15,8,16,12,9,15,10,10,8,14,13,11,14,14,6,12,12,13,7,12,16,12,6,5,2,1,1,2,1,1,4,3,3,3,1,5,13,13,14,13,12,8,9,1,1,1,1,1,1,1,9,16,6,10,20,12,1,173,66,15,20,1792207,18/04/1995,3763,
Rob Dickie,D C,26,128,140,England,Queens Park Rangers,3,10,13,9,12,7,15,12,11,12,12,8,14,13,13,13,15,12,15,12,13,14,9,13,10,14,13,14,9,12,14,15,13,11,14,13,14,6,13,5,10,1,3,3,1,3,2,1,3,3,1,3,8,13,4,14,11,12,13,12,1,1,20,10,1,1,1,1,1,1,1,1,1,1,191,78,8,20,6242609,03/03/1996,10439,
Callum O'Hare,AM RLC,24,128,139,"England,Republic of Ireland",Coventry City,11,11,17,10,13,9,8,12,6,8,14,11,11,16,13,11,11,10,11,12,12,12,18,9,14,10,14,17,13,14,10,6,12,12,14,8,11,7,10,11,13,3,1,2,1,2,1,2,1,2,1,3,17,14,5,11,11,15,13,14,1,1,1,1,1,1,1,1,15,1,15,20,15,15,173,66,10,20,7062729,01/05/1998,9279,
Arkadiusz Reca,D/WB/M L,27,128,133,Poland,Spezia Calcio,6,14,13,7,12,7,12,12,15,10,12,7,12,13,13,11,12,10,9,10,12,13,13,8,14,12,11,13,15,14,13,13,12,16,13,10,12,10,13,7,13,3,3,1,1,2,1,3,4,3,3,4,13,12,8,10,11,15,14,12,1,20,1,1,20,1,1,17,1,1,10,1,1,1,187,81,20,10,3103470,17/06/1995,22115,
Adrian Mierzejewski,M/AM LC,35,128,135,Poland,Henan Songshan Longmen,15,14,11,12,15,16,8,13,7,8,15,13,9,16,6,13,8,14,11,16,14,13,15,15,13,10,15,12,12,14,7,9,10,11,12,6,13,3,12,8,15,2,2,3,2,3,3,1,1,2,2,1,13,14,4,10,12,14,10,10,1,1,1,1,1,1,1,18,16,12,18,20,12,10,176,70,20,10,242170,06/11/1986,15384,
